Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Nankinga,,,350000000,400000000,,,,
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Nfuufu,,,350000000,400000000,,,,
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Ngobe,,,400000000,500000000,,,,
Kyadondo,Wakiso,Makindye Ssabagabo,Bunamwaya,Zzana,700000000,1000000000,500000000,600000000,,,,
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Kyeyagalire,,,600000000,700000000,,,,
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Naziba,,,600000000,700000000,,,,
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Sseguku (Hilltop),,,800000000,1000000000,,,,
Kyadondo,Wakiso,Makindye Ssabagabo,Sseguku,Sseguku (Lower),,,600000000,700000000,,,,
Busiro,Wakiso,Ssisa,Nkungulutale,Kisembi/ Gayaza/ Kitujju,,,200000000,250000000,,,,
Busiro,Wakiso,Ssisa,Nkungulutale,Munkabira,,,200000000,250000000,,,,
Busiro,Wakiso,Ssisa,Nkungulutale,Nakigalala,,,200000000,250000000,,,,
Busiro,Wakiso,Ssisa,Nkungulutale,Nkungulutale Central,250000000,300000000,200000000,250000000,,,,
Busiro,Wakiso,Katabi,Kisubi,Kisubi Mission,500000000,600000000,350000000,400000000,400000000,500000000,,
Busiro,Wakiso,Katabi,Nkumba,Bendegere,,,200000000,250000000,,,,
Busiro,Wakiso,Katabi,Kitala,Lyamutundwe,,,350000000,400000000,,,,
Busiro,Wakiso,Katabi,Kitala,Kitala,,,350000000,400000000,,,,
Busiro,Wakiso,Katabi,Kitala,Bukandekande,,,350000000,400000000,,,,
Busiro,Wakiso,Katabi,Kitala,Mpala,450000000,500000000,350000000,400000000,,,,
Busiro,Wakiso,Katabi,Nalugala,Nalugala,,,350000000,400000000,,,,
Busiro,Wakiso,Katabi,Nalugala,Mawugulu,,,350000000,400000000,,,,
